Id,Label,timeset,target,componentnumber,degree,clustering,triangles,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,modularity_class,Cluster
5642,5642,,10,0,3,0,0,10,0.190427,0.199932,9300.554398,0.004779,1,1
5643,5643,,10,0,18,0.03268,5,9,0.22965,0.246189,87998.724349,0.027374,1,1
5644,5644,,0,0,7,0.142857,3,10,0.215723,0.230738,744.249847,0.031947,3,2
5645,5645,,10,0,2,0,0,11,0.176059,0.185152,161.371274,0.00217,5,1
5646,5646,,17,0,60,0.10678,189,8,0.249779,0.271602,346051.183009,0.088844,9,0
5647,5647,,2,0,4,0.166667,1,10,0.194509,0.203511,5468.032821,0.004543,5,8
5648,5648,,14,0,2,1,1,11,0.159898,0.165868,0,0.000813,2,3
5649,5649,,10,0,1,0,0,11,0.175657,0.181576,0,0.000646,4,0
5650,5650,,6,0,5,0.3,3,10,0.208154,0.222839,1938.464992,0.014836,2,3
5651,5651,,0,0,4,0.333333,2,10,0.203226,0.216099,18.750734,0.027225,3,2
5652,5652,,10,0,2,0,0,11,0.181933,0.191053,53.263719,0.002812,5,1
5653,5653,,16,0,14,0.054945,5,9,0.240709,0.256085,210084.096716,0.026354,1,0
5654,5654,,11,0,5,0.6,6,11,0.17085,0.178286,22.927239,0.008342,7,7
5655,5655,,17,0,4,0.333333,2,10,0.201002,0.212667,369.369867,0.007517,9,0
5656,5656,,6,0,4,0.333333,2,10,0.199466,0.212368,1238.580365,0.009717,2,3
5657,5657,,14,0,8,0.571429,16,10,0.190038,0.199771,932.064977,0.006611,2,3
5658,5658,,10,0,27,0.08547,30,10,0.227078,0.246659,63670.605635,0.060144,5,1
5659,5659,,10,0,2,0,0,11,0.17496,0.182403,964.576618,0.001149,5,1
5660,5660,,5,0,4,0,0,11,0.190418,0.198091,6162.396094,0.0019,3,2
5661,5661,,3,0,1,0,0,11,0.16618,0.170568,0,0.000379,8,4
5662,5662,,8,0,4,0,0,10,0.195778,0.206527,597.120755,0.009189,4,6
5663,5663,,17,0,25,0.296667,89,9,0.237314,0.256392,22427.753745,0.075468,9,0
5664,5664,,6,0,4,0,0,11,0.187371,0.196156,8154.87892,0.002415,2,3
5665,5665,,17,0,8,0,0,10,0.209429,0.222852,21064.276118,0.008422,9,0
5666,5666,,13,0,1,0,0,10,0.213949,0.226946,0,0.011323,9,0
5667,5667,,10,0,4,0.5,3,11,0.175661,0.185435,960.809375,0.004048,5,1
5668,5668,,3,0,5,0.5,5,11,0.18768,0.195834,1585.860272,0.004486,8,4
5669,5669,,0,0,1,0,0,11,0.19713,0.205946,0,0.003022,3,2
5670,5670,,14,0,17,0.272059,37,9,0.218455,0.234597,13593.608456,0.046585,2,3
5671,5671,,17,0,13,0.5,39,11,0.176275,0.186111,3519.091967,0.010951,0,5
5672,5672,,1,0,2,0,0,12,0.152399,0.156675,15.592015,0.000805,8,4
5673,5673,,6,0,8,0.142857,4,10,0.213219,0.226343,11827.827393,0.011757,2,3
5674,5674,,0,0,12,0.090909,6,10,0.231822,0.248212,32804.663691,0.056245,3,2
5675,5675,,11,0,11,0.2,11,10,0.187925,0.196937,16810.853069,0.01096,7,7
5676,5676,,8,0,22,0.190476,44,9,0.213727,0.228843,18393.72937,0.038845,4,6
5677,5677,,0,0,10,0.555556,25,11,0.190399,0.199996,918.567696,0.008472,3,2
5678,5678,,17,0,1,0,0,10,0.201592,0.212908,0,0.005477,9,0
5679,5679,,0,0,8,0.071429,2,10,0.206725,0.219491,1290.028449,0.031948,3,2
5680,5680,,17,0,13,0.038462,3,9,0.219392,0.236673,47437.718974,0.023694,9,0
5681,5681,,8,0,4,0.166667,1,11,0.169993,0.178221,143.024696,0.003018,4,6
5682,5682,,17,0,7,0.047619,1,10,0.217124,0.230322,15851.028495,0.011072,9,0
5683,5683,,15,0,14,0.285714,26,10,0.217694,0.233487,7331.921717,0.046867,1,1
5684,5684,,17,0,1,0,0,10,0.213949,0.226946,0,0.011323,9,0
5685,5685,,6,0,1,0,0,11,0.17016,0.177697,0,0.001241,2,3
5686,5686,,2,0,4,0.333333,2,11,0.196967,0.208342,492.627878,0.008264,5,1
5687,5687,,17,0,20,0.289474,55,10,0.228514,0.248647,13839.134902,0.069559,9,0
5688,5688,,0,0,7,0.380952,8,10,0.211715,0.226707,1216.294917,0.032293,3,2
5689,5689,,10,0,2,1,1,11,0.199013,0.212847,0,0.011627,5,1
5690,5690,,16,0,1,0,0,12,0.136834,0.139894,0,0.000317,9,0
5691,5691,,3,0,2,1,1,12,0.145316,0.149445,0,0.000839,8,4
5692,5692,,10,0,3,1,3,11,0.190637,0.201281,0,0.004784,5,1
5693,5693,,16,0,1,0,0,12,0.130674,0.133522,0,0.000385,9,0
5694,5694,,0,0,13,0.333333,26,10,0.208051,0.222613,444.768081,0.059267,3,2
5695,5695,,14,0,1,0,0,11,0.16007,0.165843,0,0.000465,2,3
5696,5696,,17,0,1,0,0,11,0.190057,0.199283,0,0.001917,9,0
5697,5697,,16,0,1,0,0,11,0.165505,0.170731,0,0.000473,9,0
5698,5698,,17,0,2,0,0,11,0.191235,0.201247,7622,0.002568,9,0
5699,5699,,10,0,1,0,0,13,0.145244,0.149914,0,0.000365,5,1
5700,5700,,14,0,8,0,0,9,0.21601,0.226256,21221.844313,0.005345,9,0
5701,5701,,17,0,7,0.190476,4,10,0.222005,0.237857,25528.74567,0.020782,9,0
5702,5702,,9,0,4,0.166667,1,11,0.192704,0.202179,4355.807587,0.002697,9,0
5703,5703,,0,0,53,0.219884,303,9,0.246875,0.270666,91848.557276,0.352966,3,2
5704,5704,,17,0,3,0.333333,1,10,0.194947,0.204859,577.91103,0.003346,9,0
5705,5705,,5,0,1,0,0,10,0.202293,0.210843,0,0.002625,5,8
5706,5706,,17,0,34,0.12656,71,9,0.237855,0.259274,99588.187412,0.066487,9,0
5707,5707,,17,0,2,0,0,10,0.190708,0.199987,137.498748,0.002462,9,0
5708,5708,,10,0,10,0.733333,33,12,0.156305,0.163146,569.311025,0.005602,5,10
5709,5709,,6,0,4,0.166667,1,9,0.209199,0.223038,412.894284,0.014913,2,3
5710,5710,,6,0,14,0.373626,34,10,0.209954,0.226598,8364.640636,0.042042,2,3
5711,5711,,10,0,7,0.190476,4,11,0.19738,0.211654,7554.904938,0.013733,5,1
5712,5712,,15,0,4,0.5,3,10,0.193026,0.201201,1.2,0.005851,1,1
5713,5713,,0,0,8,0.285714,8,10,0.207722,0.221463,357.277024,0.02297,3,2
5714,5714,,10,0,7,0.666667,14,11,0.181427,0.190491,16369.955766,0.005102,5,10
5715,5715,,5,0,12,0.378788,25,10,0.216815,0.231091,2361.177494,0.021873,0,5
5716,5716,,17,0,1,0,0,11,0.17013,0.176602,0,0.00057,9,0
5717,5717,,0,0,13,0.051282,4,10,0.211868,0.227711,10433.839229,0.037212,3,2
5718,5718,,17,0,5,0,0,10,0.196525,0.208489,13927.7767,0.004855,9,0
5719,5719,,3,0,2,0,0,11,0.165992,0.170556,1486.057901,0.000702,8,4
5720,5720,,17,0,13,0.115385,9,9,0.225559,0.240402,33679.419446,0.020958,9,0
5721,5721,,14,0,3,0.333333,1,10,0.195929,0.206645,37.43242,0.006562,2,3
5722,5722,,5,0,5,1,10,11,0.189011,0.198512,0,0.008474,0,5
5723,5723,,10,0,2,0,0,11,0.155622,0.161746,176.359474,0.000843,1,1
5724,5724,,6,0,6,0.133333,2,10,0.214087,0.229439,6598.351461,0.016197,2,3
5725,5725,,10,0,58,0.102843,170,10,0.241563,0.266582,184432.725479,0.153191,5,1
5726,5726,,7,0,2,1,1,9,0.214696,0.225455,0,0.005434,4,0
5727,5727,,16,0,7,0.47619,10,10,0.202078,0.212825,1278.784123,0.008142,9,0
5728,5728,,6,0,5,0.1,1,10,0.207932,0.222656,5712.819833,0.013421,2,3
5729,5729,,0,0,1,0,0,11,0.181959,0.191277,0,0.002489,3,2
5730,5730,,8,0,1,0,0,11,0.190351,0.19954,0,0.005632,3,2
5731,5731,,15,0,10,0.8,36,10,0.214467,0.228923,273.809892,0.058172,1,1
5732,5732,,10,0,3,0,0,11,0.189349,0.20102,277.397609,0.006521,5,1
5733,5733,,6,0,3,0,0,10,0.176839,0.184857,2.280449,0.002125,2,3
5734,5734,,17,0,17,0.375,51,10,0.229236,0.246986,5743.927713,0.059004,9,0
5735,5735,,17,0,8,0,0,10,0.203394,0.216807,10152.333687,0.007272,9,0
5736,5736,,8,0,1,0,0,10,0.193061,0.201895,0,0.003268,4,6
5737,5737,,7,0,1,0,0,11,0.187251,0.193905,0,0.000689,0,0
5738,5738,,0,0,1,0,0,12,0.167274,0.17394,0,0.000653,3,2
5739,5739,,5,0,2,1,1,12,0.158285,0.16282,0,0.000813,0,5
5740,5740,,17,0,4,0,0,10,0.196105,0.20832,12180.27409,0.005602,9,0
5741,5741,,0,0,2,0,0,11,0.165692,0.172722,7622,0.001336,4,6
5742,5742,,17,0,1,0,0,11,0.158337,0.164022,0,0.000415,9,0
5743,5743,,17,0,3,0.333333,1,10,0.199843,0.211414,957.311002,0.007484,9,0
5744,5744,,17,0,5,0.1,1,10,0.19234,0.204637,764.516615,0.005792,9,0
5745,5745,,10,0,8,0.285714,8,10,0.215351,0.229774,22734.376315,0.017624,5,1
5746,5746,,17,0,7,0,0,10,0.203927,0.216014,11601.485412,0.005967,9,0
5747,5747,,0,0,3,0,0,11,0.173748,0.181877,134.878717,0.002297,3,2
5748,5748,,6,0,4,0.666667,4,10,0.204864,0.219117,753.020629,0.014595,2,3
5749,5749,,17,0,1,0,0,10,0.198785,0.209425,0,0.004332,9,0
5750,5750,,0,0,2,0,0,10,0.202685,0.215222,2.005813,0.020513,3,2
5751,5751,,17,0,16,0.1,12,10,0.211562,0.226828,14600.399276,0.022583,9,0
5752,5752,,6,0,1,0,0,11,0.163559,0.169854,0,0.000414,4,6
5753,5753,,10,0,6,0,0,11,0.1845,0.192153,40756.275935,0.002482,0,1
5754,5754,,16,0,13,0.192308,15,10,0.206585,0.21688,26251.202451,0.010607,9,0
5755,5755,,13,0,9,0.5,18,10,0.200431,0.213956,90653.899436,0.014944,6,9
5756,5756,,15,0,6,0.6,9,10,0.196146,0.208639,3.106349,0.031396,1,1
5757,5757,,10,0,2,1,1,12,0.150545,0.155601,0,0.000877,5,1
5758,5758,,10,0,8,0.142857,4,10,0.213601,0.226186,13442.431148,0.011749,5,1
5759,5759,,0,0,10,0.133333,6,10,0.211368,0.22671,3760.965008,0.038769,3,2
5760,5760,,3,0,1,0,0,13,0.134444,0.13823,0,0.000433,8,4
5761,5761,,15,0,9,0.555556,20,10,0.21131,0.225446,1148.552237,0.045882,1,1
5762,5762,,14,0,1,0,0,12,0.141444,0.144768,0,0.000316,9,0
5763,5763,,17,0,2,0,0,11,0.168096,0.175886,22.072307,0.001089,9,0
5764,5764,,13,0,21,0.342857,72,11,0.183457,0.191441,34948.879054,0.017237,6,9
5765,5765,,11,0,1,0,0,12,0.15927,0.164058,0,0.000872,7,7
5766,5766,,16,0,2,0,0,11,0.171307,0.178103,95.134224,0.001253,9,0
5767,5767,,14,0,1,0,0,11,0.151235,0.156294,0,0.000361,0,5
5768,5768,,14,0,10,0.666667,30,10,0.212743,0.226624,185.946226,0.034594,2,3
5769,5769,,0,0,42,0.328688,283,9,0.236798,0.258244,7872.551383,0.344608,3,2
5770,5770,,5,0,5,0.5,5,11,0.167043,0.174451,7622.686111,0.002833,0,5
5771,5771,,3,0,1,0,0,13,0.141214,0.145542,0,0.00053,8,4
5772,5772,,6,0,1,0,0,11,0.185732,0.194139,0,0.001466,9,0
5773,5773,,16,0,3,0,0,10,0.189448,0.197842,84.353553,0.004153,9,0
5774,5774,,0,0,1,0,0,11,0.182907,0.191635,0,0.0023,3,2
5775,5775,,0,0,4,0,0,10,0.200859,0.213046,8330.18496,0.004705,3,2
5776,5776,,17,0,4,0.5,3,10,0.210766,0.223171,9551.304169,0.010062,9,0
5777,5777,,17,0,1,0,0,11,0.186158,0.194399,0,0.001399,9,0
5778,5778,,5,0,2,0,0,11,0.188287,0.197156,584.614527,0.001849,0,5
5779,5779,,17,0,1,0,0,14,0.10361,0.105067,0,0.00031,9,0
5780,5780,,10,0,1,0,0,10,0.196778,0.20537,0,0.001608,3,2
5781,5781,,5,0,6,0.533333,8,11,0.181314,0.190062,70.559555,0.006702,0,5
5782,5782,,17,0,1,0,0,10,0.19603,0.207936,0,0.004497,9,0
5783,5783,,10,0,6,0.333333,5,11,0.20335,0.218334,328.248313,0.024442,5,1
5784,5784,,17,0,1,0,0,12,0.122438,0.124356,0,0.00036,9,0
5785,5785,,17,0,5,0,0,10,0.221123,0.235711,20629.635439,0.018116,9,0
5786,5786,,8,0,1,0,0,11,0.164736,0.17005,0,0.0005,9,0
5787,5787,,3,0,3,0.333333,1,11,0.169551,0.176173,602.928385,0.001952,8,4
5788,5788,,0,0,6,0.266667,4,10,0.208313,0.221629,15680.003873,0.027033,3,2
5789,5789,,0,0,1,0,0,11,0.168714,0.175428,0,0.000515,0,5
5790,5790,,8,0,22,0.264069,61,9,0.229761,0.246368,26684.834169,0.058192,4,6
5791,5791,,5,0,13,0.461538,36,10,0.213195,0.226608,4149.941855,0.023309,0,5
5792,5792,,10,0,1,0,0,13,0.141026,0.145252,0,0.000376,5,1
5793,5793,,6,0,15,0.009524,1,9,0.22885,0.243875,94101.178763,0.015698,3,2
5794,5794,,17,0,2,1,1,10,0.18873,0.198361,0,0.003993,9,0
5795,5795,,15,0,7,0.285714,6,10,0.200421,0.215323,2196.807585,0.028224,1,1
5796,5796,,6,0,1,0,0,10,0.194658,0.201228,0,0.000884,4,4
5797,5797,,0,0,2,0,0,11,0.176507,0.184373,638.145117,0.001571,3,2
5798,5798,,3,0,1,0,0,12,0.137025,0.140034,0,0.000343,8,4
5799,5799,,14,0,2,1,1,10,0.221515,0.234395,0,0.007823,0,5
5800,5800,,17,0,7,0.047619,1,10,0.197063,0.208541,13883.711941,0.006505,9,0
5801,5801,,8,0,2,0,0,10,0.182495,0.190473,51.883077,0.002461,4,6
5802,5802,,0,0,6,0.066667,1,10,0.203693,0.215233,2201.899091,0.006934,3,2
5803,5803,,6,0,5,0,0,10,0.204963,0.215633,13516.441947,0.006339,2,3
5804,5804,,16,0,1,0,0,10,0.209331,0.218513,0,0.00223,5,1
5805,5805,,10,0,1,0,0,12,0.164932,0.172458,0,0.000851,5,1
5806,5806,,10,0,1,0,0,12,0.158186,0.163434,0,0.000409,5,1
5807,5807,,3,0,8,0,0,11,0.167237,0.174083,24737.903835,0.003451,8,4
5808,5808,,17,0,1,0,0,12,0.135402,0.138973,0,0.000311,9,0
5809,5809,,10,0,1,0,0,13,0.145655,0.149708,0,0.000386,4,1
5810,5810,,10,0,2,1,1,12,0.152457,0.158134,0,0.001379,5,1
5811,5811,,14,0,4,0.166667,1,10,0.210145,0.222771,7702.168204,0.012769,2,3
5812,5812,,10,0,1,0,0,11,0.15547,0.159702,0,0.00035,4,0
5813,5813,,0,0,2,0,0,11,0.177448,0.185368,2217.16995,0.001907,3,2
5814,5814,,3,0,7,0.142857,3,11,0.186149,0.19539,4905.695009,0.005837,8,4
5815,5815,,8,0,7,0.238095,5,10,0.196804,0.206929,453.437726,0.01112,4,6
5816,5816,,8,0,7,0.285714,6,11,0.181894,0.190276,12785.827184,0.004811,0,5
5817,5817,,0,0,21,0.019048,4,10,0.227518,0.243699,93696.415562,0.02546,3,2
5818,5818,,17,0,1,0,0,10,0.183665,0.190289,0,0.00092,5,1
5819,5819,,5,0,2,0,0,10,0.192427,0.200541,6777.185555,0.001764,8,4
5820,5820,,8,0,4,0.5,3,10,0.195959,0.2054,768.582411,0.006378,4,6
5821,5821,,6,0,1,0,0,11,0.171689,0.179762,0,0.00089,2,3
5822,5822,,0,0,19,0.28655,49,9,0.247629,0.268107,41635.351598,0.147261,3,2
5823,5823,,17,0,26,0.144615,47,10,0.232401,0.249546,21882.570085,0.056467,9,0
5824,5824,,15,0,1,0,0,10,0.195076,0.203552,0,0.004387,1,1
5825,5825,,3,0,2,0,0,11,0.171442,0.177781,3030.351078,0.00163,8,4
5826,5826,,0,0,1,0,0,11,0.1694,0.176379,0,0.000803,3,2
5827,5827,,0,0,1,0,0,11,0.176724,0.18405,0,0.000826,3,2
5828,5828,,10,0,7,0.47619,10,11,0.200684,0.215628,1168.122036,0.029681,5,1
5829,5829,,6,0,7,0.047619,1,9,0.211791,0.224452,2395.465005,0.011192,2,3
5830,5830,,8,0,1,0,0,10,0.190518,0.198696,0,0.004036,4,6
5831,5831,,0,0,22,0.194805,45,10,0.226706,0.244602,28903.063196,0.126787,3,2
5832,5832,,8,0,13,0.179487,14,10,0.205944,0.219818,3497.547042,0.020578,4,6
5833,5833,,16,0,3,0,0,10,0.205988,0.215053,8343.633559,0.003511,9,0
5834,5834,,5,0,2,0,0,11,0.189717,0.198876,2764.077324,0.003469,0,5
5835,5835,,17,0,10,0.133333,6,10,0.202588,0.21731,25013.89854,0.008814,9,0
5836,5836,,16,0,12,0.287879,19,10,0.200152,0.21148,11134.270889,0.010837,9,0
5837,5837,,17,0,3,0.333333,1,10,0.187256,0.197481,471.802507,0.00332,9,0
5838,5838,,5,0,3,0.333333,1,11,0.189438,0.198161,56.034446,0.005295,0,5
5839,5839,,17,0,1,0,0,11,0.157673,0.162717,0,0.000466,2,3
5840,5840,,10,0,1,0,0,11,0.173684,0.179213,0,0.000511,4,0
5841,5841,,6,0,1,0,0,11,0.167789,0.173171,0,0.000559,0,5
5842,5842,,0,0,6,0.066667,1,11,0.174284,0.181452,14297.966848,0.00227,3,2
5843,5843,,8,0,1,0,0,10,0.181924,0.189249,0,0.002222,4,6
5844,5844,,16,0,7,0.190476,4,9,0.206462,0.21617,4789.897033,0.005947,9,0
5845,5845,,14,0,5,0.2,2,10,0.203237,0.215459,9864.528785,0.010924,2,3
5846,5846,,8,0,2,0,0,10,0.188641,0.198277,1539.535563,0.004081,4,6
5847,5847,,17,0,3,0.333333,1,10,0.200315,0.212475,2135.433943,0.005768,4,6
5848,5848,,10,0,11,0.163636,9,11,0.211697,0.227818,5699.053697,0.024816,5,1
5849,5849,,16,0,1,0,0,14,0.120189,0.122594,0,0.000334,0,5
5850,5850,,5,0,3,0,0,11,0.18733,0.195546,3854.106348,0.001844,0,5
5851,5851,,13,0,29,0.344828,140,11,0.189156,0.198878,37000.475172,0.024021,6,9
5852,5852,,17,0,1,0,0,10,0.204941,0.220141,0,0.01208,9,0
5853,5853,,0,0,1,0,0,10,0.202009,0.214139,0,0.01385,3,2
5854,5854,,0,0,98,0.099095,471,9,0.25572,0.283856,276716.949884,0.464694,3,2
5855,5855,,17,0,4,0,0,11,0.170046,0.17873,1974.726661,0.001901,9,0
5856,5856,,12,0,10,0.088889,4,11,0.178965,0.187898,31214.576215,0.005821,8,4
5857,5857,,15,0,81,0.21821,707,10,0.22983,0.250662,56597.869748,0.289064,1,1
5858,5858,,3,0,3,0,0,12,0.145369,0.149457,4949.029687,0.000961,8,4
5859,5859,,17,0,10,0.222222,10,11,0.203058,0.215691,8730.518517,0.01371,9,0
5860,5860,,6,0,1,0,0,11,0.167281,0.174538,0,0.000627,2,3
5861,5861,,6,0,2,1,1,10,0.202218,0.214385,0,0.010991,2,3
5862,5862,,17,0,19,0.175439,30,10,0.214219,0.227668,19106.206047,0.027375,9,0
5863,5863,,17,0,2,0,0,9,0.202304,0.210575,724.956707,0.002061,9,0
5864,5864,,17,0,6,0.4,6,9,0.219537,0.234302,2741.407577,0.020355,9,0
5865,5865,,6,0,3,0,0,10,0.18661,0.195708,389.926919,0.002277,2,3
5866,5866,,0,0,26,0.153846,50,9,0.233512,0.252762,28119.943636,0.11976,3,2
5867,5867,,10,0,14,0.615385,56,11,0.202928,0.218941,2835.680964,0.04916,5,1
5868,5868,,17,0,4,0.166667,1,10,0.199942,0.213513,951.529886,0.00777,9,0
5869,5869,,0,0,2,1,1,11,0.1778,0.185861,0,0.002298,3,2
5870,5870,,8,0,1,0,0,13,0.127659,0.130643,0,0.00031,2,3
5871,5871,,10,0,1,0,0,12,0.153189,0.15758,0,0.000328,5,1
5872,5872,,11,0,22,0.415584,96,11,0.176827,0.185628,368.311761,0.033746,7,7
5873,5873,,6,0,2,0,0,10,0.195091,0.203266,1197.215298,0.002447,5,8
5874,5874,,8,0,3,0,0,10,0.199325,0.209885,8898.635366,0.00423,4,6
5875,5875,,11,0,8,0.392857,11,11,0.175076,0.182655,583.755174,0.01025,7,7
5876,5876,,8,0,36,0.188889,119,9,0.2391,0.257226,208657.894906,0.068939,4,6
5877,5877,,6,0,2,1,1,11,0.168215,0.175252,0,0.001199,2,3
5878,5878,,3,0,5,0.4,4,11,0.178441,0.186336,3084.746462,0.003116,8,4
5879,5879,,15,0,5,0.7,7,11,0.189016,0.199989,25.983277,0.014992,1,1
5880,5880,,17,0,1,0,0,11,0.157237,0.161251,0,0.000325,4,6
5881,5881,,10,0,6,0.4,6,11,0.191283,0.201873,4647.533299,0.005127,5,1
5882,5882,,10,0,1,0,0,12,0.156565,0.161569,0,0.000405,5,1
5883,5883,,17,0,5,0.5,5,10,0.219898,0.234576,7557.798249,0.024082,9,0
5884,5884,,10,0,6,0.066667,1,10,0.206088,0.216161,29601.41972,0.005226,4,0
5885,5885,,0,0,5,0.2,2,11,0.184019,0.192933,15243.5,0.004252,3,2
5886,5886,,10,0,1,0,0,12,0.15954,0.165469,0,0.000497,5,1
5887,5887,,3,0,4,0.5,3,12,0.155141,0.161005,219.427834,0.002255,8,4
5888,5888,,3,0,2,0,0,11,0.171504,0.177732,299.486736,0.001319,8,4
5889,5889,,14,0,1,0,0,11,0.18575,0.19273,0,0.001221,8,4
5890,5890,,17,0,5,0.2,2,9,0.222426,0.234582,7422.563994,0.008168,9,0
5891,5891,,9,0,1,0,0,12,0.143784,0.147692,0,0.000415,1,1
5892,5892,,8,0,25,0.356667,107,9,0.241311,0.258363,60442.798854,0.072794,4,6
5893,5893,,15,0,14,0.384615,35,10,0.212624,0.226406,10782.28489,0.041622,1,1
5894,5894,,17,0,20,0.2,38,9,0.218882,0.234368,20233.607716,0.029992,9,0
5895,5895,,10,0,10,0.377778,17,11,0.182587,0.192125,7655.686906,0.006786,5,1
5896,5896,,6,0,5,0.3,3,10,0.195051,0.205048,1191.657241,0.005008,2,3
5897,5897,,17,0,3,0,0,10,0.184411,0.192323,7820.698287,0.00181,9,0
5898,5898,,17,0,1,0,0,11,0.179382,0.186381,0,0.000815,2,3
5899,5899,,10,0,3,0,0,11,0.1779,0.186438,159.300953,0.002699,5,1
5900,5900,,17,0,6,0.2,3,10,0.208484,0.224358,11252.642813,0.015943,9,0
5901,5901,,14,0,3,0,0,9,0.206055,0.217542,2447.803903,0.007,2,3
5902,5902,,8,0,2,0,0,10,0.190342,0.199033,7622,0.002232,3,2
5903,5903,,6,0,1,0,0,10,0.200822,0.214244,0,0.009341,2,3
5904,5904,,0,0,6,0.666667,10,10,0.224741,0.239996,333.93522,0.05053,3,2
5905,5905,,6,0,7,0.285714,6,9,0.218725,0.234128,24371.2039,0.023162,2,3
5906,5906,,10,0,6,0.866667,13,11,0.204661,0.220318,11.653531,0.026847,5,1
5907,5907,,17,0,6,0.133333,2,10,0.201422,0.213876,8019.879171,0.008408,9,0
5908,5908,,10,0,8,0.071429,2,11,0.20396,0.21753,2084.024478,0.015661,5,1
5909,5909,,8,0,16,0.166667,20,10,0.210615,0.224673,25516.396045,0.026618,4,6
5910,5910,,3,0,3,0.333333,1,12,0.164576,0.170175,492.113159,0.001404,8,4
5911,5911,,6,0,7,0.333333,7,11,0.1895,0.19771,4160.572981,0.004185,4,0
5912,5912,,17,0,1,0,0,13,0.129258,0.132795,0,0.000323,0,5
5913,5913,,5,0,1,0,0,10,0.177643,0.183035,0,0.000542,9,0
5914,5914,,17,0,7,0.095238,2,10,0.201928,0.216166,3365.28089,0.01041,9,0
5915,5915,,0,0,10,0.244444,11,10,0.213511,0.228608,2465.888648,0.048808,3,2
5916,5916,,10,0,4,0.333333,2,11,0.1931,0.205273,586.760033,0.009452,5,1
5917,5917,,14,0,1,0,0,10,0.183096,0.190821,0,0.000743,1,7
5918,5918,,5,0,12,0.393939,26,10,0.212683,0.225216,8379.644849,0.015637,0,5
5919,5919,,17,0,2,0,0,10,0.215839,0.228656,448.364759,0.010081,9,0
5920,5920,,5,0,7,0.47619,10,10,0.205871,0.217902,515.222704,0.014766,9,0
5921,5921,,8,0,14,0.296703,27,9,0.221721,0.235746,27496.056414,0.032951,4,6
5922,5922,,3,0,6,0.133333,2,11,0.178332,0.186849,1319.093219,0.00455,8,4
5923,5923,,9,0,2,1,1,10,0.186186,0.192626,0,0.001158,1,7
5924,5924,,11,0,1,0,0,11,0.156755,0.161482,0,0.000856,7,7
5925,5925,,8,0,4,0.333333,2,10,0.194345,0.204712,551.483875,0.007915,4,6
5926,5926,,5,0,3,0,0,10,0.209325,0.221149,2218.023642,0.004848,0,5
5927,5927,,5,0,5,0.1,1,12,0.163429,0.169241,9063.880025,0.001896,0,5
5928,5928,,7,0,1,0,0,11,0.181004,0.189099,0,0.003822,1,1
5929,5929,,10,0,7,0.714286,15,11,0.202368,0.217052,190.843059,0.028102,5,1
5930,5930,,10,0,4,0,0,11,0.175253,0.182821,359.565786,0.002045,5,1
5931,5931,,17,0,1,0,0,11,0.184268,0.193778,0,0.00153,9,0
5932,5932,,10,0,1,0,0,12,0.171107,0.180128,0,0.001897,5,1
5933,5933,,5,0,11,0.145455,8,9,0.234966,0.250294,32987.856002,0.019431,0,5
5934,5934,,0,0,1,0,0,10,0.196931,0.208329,0,0.010522,3,2
5935,5935,,17,0,9,0.055556,2,10,0.212399,0.22993,4862.317894,0.023559,9,0
5936,5936,,10,0,3,0,0,11,0.15927,0.165525,15243,0.001131,5,1
5937,5937,,0,0,1,0,0,11,0.18067,0.189665,0,0.002096,3,2
5938,5938,,10,0,5,0.4,4,10,0.210988,0.224405,797.666726,0.017625,5,1
5939,5939,,8,0,8,0.642857,18,10,0.187837,0.197097,3542.443841,0.008006,4,6
5940,5940,,17,0,5,0.3,3,10,0.212316,0.225089,218.356773,0.016047,9,0
5941,5941,,0,0,3,0,0,10,0.210976,0.223157,8116.819135,0.00655,4,0
5942,5942,,17,0,3,1,3,9,0.225606,0.236602,0,0.006086,8,0
5943,5943,,17,0,6,0.066667,1,10,0.221155,0.235965,16521.674688,0.019714,9,0
5944,5944,,0,0,60,0.147458,261,10,0.247299,0.270551,86005.539558,0.300268,3,2
5945,5945,,0,0,1,0,0,10,0.186236,0.193809,0,0.000924,3,2
5946,5946,,0,0,1,0,0,11,0.161851,0.166811,0,0.000466,3,2
5947,5947,,16,0,1,0,0,11,0.162586,0.167864,0,0.000497,9,0
5948,5948,,17,0,12,0.227273,15,10,0.2222,0.23917,6934.793265,0.035029,9,0
5949,5949,,17,0,14,0.043956,4,10,0.214648,0.231351,33569.885299,0.014472,9,0
5950,5950,,0,0,1,0,0,11,0.166075,0.171551,0,0.000398,3,2
5951,5951,,10,0,10,0.111111,5,11,0.198149,0.210619,23201.879541,0.00823,5,1
5952,5952,,3,0,1,0,0,11,0.167656,0.174414,0,0.000588,9,0
5953,5953,,0,0,8,0.142857,4,10,0.234158,0.250554,4587.622436,0.055287,3,2
5954,5954,,5,0,1,0,0,10,0.20551,0.216509,0,0.009627,3,2
5955,5955,,10,0,6,0.266667,4,10,0.215132,0.227762,7633.452906,0.017014,5,1
5956,5956,,8,0,11,0.309091,17,9,0.218668,0.230578,9175.974593,0.022444,4,6
5957,5957,,15,0,3,0.666667,2,11,0.188782,0.19762,34.25094,0.005748,1,1
5958,5958,,17,0,1,0,0,9,0.225239,0.235972,0,0.004552,8,0
